X,Y
0,178.667
1,176.667
2,185.667
3,177.667
4,174.667
5,176.667
6,185.667
7,175.667
8,170.667
9,172.667
10,171.667
11,166.667
12,170.667
13,176.667
14,175.667
15,173.667
16,173.667
17,182.667
18,188.667
19,189.667
20,188.667
21,186.667
22,182.667
23,176.667
24,183.667
25,171.000
26,176.000
27,189.000
28,185.000
29,172.000
30,171.000
31,175.000
32,195.000
33,202.000
34,191.000
35,183.000
36,185.000
37,186.000
38,185.000
39,181.667
40,182.000
41,185.000
42,179.000
43,181.000
44,183.000
45,182.000
46,185.667
47,181.667
48,183.667
49,180.667
50,183.667
51,187.667
52,186.667
53,185.667
54,182.667
55,175.667
56,172.667
57,171.667
58,161.667
59,168.667
60,183.667
61,187.667
62,187.667
63,183.667
64,182.667
65,186.667
66,181.667
67,181.667
68,182.667
69,184.667
70,188.667
71,182.667
72,190.667
73,185.667
74,184.333
75,177.333
76,173.333
77,178.333
78,176.333
79,167.333
80,177.000
81,185.000
82,191.000
83,191.000
84,193.667
85,195.000
86,193.000
87,189.000
88,187.667
89,179.667
90,166.667
91,184.667
92,193.667
93,185.667
94,187.667
95,176.667
96,175.667
97,181.667
98,178.667
99,179.667
100,177.667
101,179.667
102,184.667
103,173.667
104,179.667
105,185.667
106,187.667
107,178.667
108,169.000
109,166.000
110,164.333
111,162.333
112,173.333
113,163.667
114,170.667
115,173.667
116,171.000
117,174.000
118,173.000
119,172.000
120,176.667
121,177.667
122,171.667
123,183.667
124,188.667
125,179.667
126,182.667
127,179.667
128,191.667
129,181.667
130,177.667
131,180.667
132,185.667
133,171.667
134,174.667
135,166.667
136,157.333
137,144.000
138,142.333
139,142.333
140,146.333
141,146.333
142,155.000
143,149.000
144,150.000
145,156.000
146,165.333
147,152.333
148,157.000
149,160.000
150,161.333
151,156.333
152,155.333
153,155.333
154,161.000
155,159.000
156,157.333
157,149.000
158,165.000
159,163.667
160,168.667
161,177.667
162,179.667
163,168.667
164,166.333
165,168.000
166,173.333
167,155.667
168,137.333
169,161.333
170,169.333
171,160.333
172,154.333
173,162.333
174,170.000
175,159.000
176,162.000
177,156.000
178,155.000
179,152.000
180,154.000
181,157.000
182,152.667
183,161.333
184,156.000
185,150.333
186,142.000
187,147.000
188,148.000
189,144.000
190,149.333
191,145.333
192,140.667
193,153.667
194,153.333
195,161.333
196,177.667
197,172.667
198,170.333
199,151.333
200,144.667
201,142.333
202,141.333
203,142.333
204,144.667
205,150.667
206,149.667
207,144.667
208,149.667
209,148.667
210,142.667
211,147.667
212,162.667
213,160.667
214,147.667
215,146.333
216,146.333
217,142.333
218,141.333
219,145.333
220,147.333
221,149.333
222,150.333
223,150.333
224,146.333
225,155.333
226,157.333
227,145.333
228,135.667
229,138.667
230,137.667
231,128.667
232,133.000
233,129.333
234,124.667
235,120.667
236,121.667
237,125.667
238,122.667
239,112.667
240,126.667
241,125.667
242,127.667
243,129.667
244,128.667
245,127.667
246,128.667
247,130.000
248,133.333
249,137.000
250,140.667
251,142.667
252,140.667
253,137.333
254,135.333
255,134.333
256,136.333
257,134.333
258,137.333
259,135.333
260,133.333
261,138.333
262,137.333
263,137.333
264,135.667
265,140.667
266,147.000
267,140.000
268,138.000
269,146.000
270,147.667
271,149.333
272,146.667
273,138.333
274,131.667
275,131.667
276,141.667
277,136.667
278,143.667
279,139.000
280,149.000
281,154.000
282,130.000
283,138.000
284,160.000
285,149.333
286,140.333
287,141.333
288,136.333
289,133.333
290,134.333
291,137.667
292,138.667
293,135.667
294,133.667
295,134.667
296,144.667
297,142.667
298,133.667
299,136.333
300,131.667
301,126.667
302,135.000
303,130.000
304,132.000
305,128.000
306,119.000
307,120.000
308,114.667
309,105.333
310,104.333
311,103.333
312,115.000
313,119.333
314,119.000
315,122.000
316,142.333
317,135.333
318,127.667
319,129.667
320,131.333
321,139.000
322,130.333
323,106.667
324,106.333
325,112.000
326,100.000
327,97.000
328,106.000
329,108.000
330,108.000
331,108.000
332,109.667
333,112.667
334,110.667
335,108.000
336,111.000
337,111.333
338,101.333
339,104.333
340,115.333
341,115.333
342,131.333
343,126.333
344,129.333
345,131.667
346,124.667
347,122.000
348,122.000
349,123.000
350,119.000
351,100.667
352,103.667
353,89.667
354,94.000
355,95.000
356,78.333
357,76.333
358,83.333
359,75.333
360,79.333
361,76.333
362,81.333
363,90.333
364,94.333
365,87.000
366,80.000
367,77.667
368,84.333
369,74.667
370,72.333
371,74.333
372,77.333
373,86.333
374,93.333
375,89.333
376,98.333
377,99.667
378,98.333
379,93.333
380,93.000
381,99.000
382,96.667
383,83.667
384,84.333
385,91.333
386,80.333
387,83.000
388,73.000
389,76.667
390,82.333
391,73.000
392,76.000
393,75.000
394,82.667
395,86.667
396,83.667
397,86.333
398,87.000
399,76.667
400,82.000
401,78.333
402,78.333
403,86.000
404,96.000
405,101.000
406,98.333
407,93.333
408,99.000
409,97.000
410,96.000
411,93.000
412,92.667
413,93.667
414,85.667
415,72.333
416,74.000
417,74.000
418,77.333
419,79.333
420,78.333
421,81.333
422,82.333
423,77.333
424,77.333
425,76.333
426,81.333
427,77.333
428,84.333
429,80.333
430,83.000
431,78.000
432,77.333
433,82.333
434,83.333
435,76.333
436,72.667
437,74.667
438,80.333
439,83.333
440,90.333
441,87.000
442,87.333
443,92.333
444,97.667
445,102.000
446,97.333
447,87.667
448,93.000
449,85.000
450,83.667
451,85.667
452,81.667
453,79.667
454,78.667
455,74.667
456,79.667
457,82.000
458,83.000
459,79.000
460,79.000
461,87.333
462,84.333
463,70.000
464,76.333
465,73.333
466,74.333
467,81.000
468,87.000
469,86.000
470,81.000
471,78.000
472,79.000
473,85.000
474,81.000
475,84.000
476,83.333
477,77.333
478,80.333
479,78.333
480,78.333
481,72.333
482,74.333
483,77.667
484,75.667
485,77.667
486,78.667
487,72.000
488,70.000
489,69.333
490,68.667
491,69.333
492,71.000
493,72.333
494,75.000
495,76.333
496,78.667
