X,Y
0,180.000
1,180.018
2,178.072
3,178.108
4,181.350
5,180.188
6,175.542
7,175.264
8,178.578
9,180.675
10,180.000
11,180.000
12,176.433
13,178.704
14,182.253
15,181.000
16,179.422
17,178.773
18,177.401
19,177.372
20,180.556
21,175.000
22,170.780
23,176.830
24,178.267
25,176.097
26,177.061
27,176.462
28,176.022
29,177.953
30,177.292
31,175.440
32,178.155
33,179.596
34,174.773
35,177.368
36,177.650
37,176.336
38,175.686
39,175.000
40,175.278
41,176.260
42,177.516
43,174.671
44,176.000
45,176.625
46,176.000
47,170.758
48,167.935
49,169.578
50,173.292
51,171.238
52,172.939
53,173.913
54,176.975
55,178.978
56,176.011
57,175.942
58,180.671
59,178.740
60,172.834
61,168.404
62,175.643
63,180.903
64,176.224
65,171.307
66,167.191
67,167.581
68,168.000
69,169.509
70,170.209
71,171.000
72,172.700
73,174.047
74,174.336
75,171.000
76,174.000
77,174.000
78,171.408
79,170.000
80,171.556
81,171.538
82,169.520
83,170.000
84,172.000
85,171.000
86,171.552
87,174.000
88,173.412
89,171.181
90,171.502
91,172.285
92,170.000
93,170.321
94,173.303
95,176.285
96,175.534
97,170.996
98,166.386
99,171.000
100,168.170
101,169.000
102,174.000
103,171.141
104,165.123
105,166.523
106,173.740
107,172.069
108,172.152
109,173.065
110,170.971
111,168.014
112,169.065
113,171.040
114,169.000
115,169.848
116,169.812
117,169.776
118,170.480
119,170.408
120,171.336
121,172.816
122,173.202
123,172.220
124,171.238
125,172.256
126,175.823
127,170.585
128,166.379
129,169.014
130,166.307
131,168.000
132,171.765
133,166.000
134,170.419
135,172.000
136,169.181
137,173.000
138,166.000
139,167.509
140,170.054
141,169.090
142,167.563
143,169.000
144,169.599
145,169.235
146,168.000
147,167.307
148,170.343
149,170.690
150,167.292
151,164.549
152,165.000
153,166.523
154,166.560
155,162.404
156,161.368
157,165.000
158,165.000
159,163.000
160,166.000
161,167.094
162,160.303
163,166.884
164,164.960
165,164.000
166,163.007
167,164.043
168,164.130
169,164.101
170,164.931
171,166.827
172,168.791
173,165.877
174,167.859
175,167.000
176,164.177
177,165.195
178,163.213
179,163.462
180,164.000
181,166.733
182,166.000
183,161.303
184,161.964
185,164.679
186,161.000
187,165.502
188,162.574
189,165.000
190,167.711
191,164.657
192,162.069
193,161.484
194,160.502
195,156.599
196,149.614
197,154.000
198,158.426
199,161.408
200,164.000
201,160.628
202,159.646
203,159.671
204,160.318
205,158.899
206,157.845
207,161.264
208,164.755
209,163.545
210,160.162
211,159.661
212,163.787
213,159.845
214,154.823
215,157.715
216,161.000
217,159.917
218,160.130
219,157.094
220,161.029
221,161.022
222,159.007
223,160.076
224,162.087
225,163.000
226,163.079
227,161.000
228,163.000
229,164.000
230,164.000
231,163.170
232,165.812
233,166.000
234,165.224
235,160.726
236,160.520
237,160.556
238,162.296
239,162.686
240,161.668
241,161.650
242,162.632
243,160.841
244,161.000
245,160.690
246,160.321
247,158.083
248,158.570
249,159.495
250,158.563
251,161.531
252,159.097
253,158.700
254,160.170
255,158.397
256,157.000
257,157.639
258,158.000
259,159.675
260,159.000
261,159.000
262,159.729
263,159.747
264,159.765
265,159.000
266,158.000
267,160.819
268,159.675
269,158.422
270,160.621
271,164.675
272,164.549
273,160.639
274,161.675
275,165.711
276,162.892
277,158.000
278,157.054
279,160.000
280,158.162
281,156.433
282,157.361
283,158.217
284,158.000
285,158.856
286,159.162
287,158.361
288,157.596
289,159.433
290,163.000
291,162.000
292,160.271
293,159.289
294,158.307
295,158.650
296,158.686
297,159.722
298,159.758
299,158.794
300,160.830
301,157.866
302,157.903
303,161.408
304,158.975
305,156.505
306,161.523
307,162.166
308,162.238
309,160.888
310,160.383
311,161.614
312,163.368
313,161.350
314,157.664
315,162.430
316,161.112
317,159.278
318,157.520
319,157.000
320,158.881
321,159.971
322,160.437
323,156.357
324,157.910
325,156.401
326,155.347
327,160.195
328,161.159
329,159.123
330,158.000
331,163.025
332,162.000
333,161.000
334,159.971
335,158.859
336,157.870
337,160.751
338,162.697
339,162.643
340,161.588
341,157.690
342,157.827
343,160.000
344,158.791
345,158.000
346,162.000
347,158.473
348,156.718
349,158.000
350,159.635
351,158.671
352,160.354
353,161.000
354,158.610
355,156.816
356,152.852
357,154.444
358,157.462
359,156.480
360,156.498
361,158.516
362,156.000
363,158.762
364,154.570
365,153.823
366,158.394
367,153.751
368,151.000
369,154.661
370,149.321
371,151.484
372,149.000
373,149.534
374,150.249
375,147.462
376,148.787
377,153.220
378,152.646
379,151.159
380,151.000
381,151.877
382,153.895
383,152.173
384,148.274
385,147.253
386,149.097
387,151.928
388,148.000
389,147.935
390,146.881
391,151.653
392,144.303
393,150.718
394,149.664
395,146.260
396,150.112
397,148.166
398,147.736
399,146.000
400,146.220
401,149.000
402,145.000
403,143.726
404,147.292
405,149.137
406,149.671
407,146.733
408,143.635
409,146.469
410,149.401
411,147.906
412,143.437
413,140.365
414,142.892
415,144.473
416,140.491
417,139.473
418,144.726
419,143.563
420,143.419
421,141.202
422,145.087
423,144.354
424,139.614
425,142.671
426,140.137
427,138.123
428,137.903
429,141.718
430,144.856
431,143.458
432,139.798
433,140.000
434,142.004
435,140.408
436,137.350
437,136.888
438,140.094
439,142.000
440,140.827
441,138.841
442,138.022
443,137.996
444,135.116
445,138.130
446,137.899
447,133.069
448,140.000
449,145.686
450,139.123
451,133.859
452,136.318
453,137.177
454,139.805
455,134.639
456,128.693
457,131.996
458,131.603
459,133.426
460,134.910
461,136.000
462,127.661
463,126.285
464,133.498
465,132.032
466,130.354
467,132.430
468,130.343
469,132.863
470,134.968
471,131.505
472,127.599
473,127.076
474,126.776
475,130.426
476,135.368
477,123.051
478,130.372
479,123.769
480,128.671
481,124.000
482,127.599
483,126.282
484,129.473
485,129.282
486,126.635
487,124.209
488,125.765
489,130.000
490,128.845
491,127.549
492,118.072
493,125.404
494,129.917
495,126.325
496,129.188
497,130.942
498,128.978
499,126.029
500,125.025
501,125.000
502,124.123
503,122.397
504,125.195
505,126.000
506,121.000
507,122.000
508,124.339
509,123.188
510,121.177
511,121.000
512,123.209
513,124.740
514,122.834
515,120.888
516,123.000
517,119.664
518,119.249
519,125.054
520,128.227
521,124.596
522,121.000
523,123.440
524,124.083
525,121.141
526,123.032
527,115.975
528,115.061
529,111.646
530,113.700
531,114.245
532,114.794
533,118.000
534,117.278
535,114.657
536,116.000
537,118.693
538,117.134
539,117.375
540,117.000
541,113.531
542,116.484
543,113.603
544,108.181
545,112.162
546,114.856
547,111.632
548,114.325
549,113.000
550,111.928
551,112.054
552,112.036
553,112.982
554,116.000
555,114.054
556,113.144
557,113.162
558,112.217
559,115.181
560,106.217
561,108.126
562,103.144
563,113.325
564,118.278
565,111.007
566,110.650
567,110.000
568,104.736
569,111.188
570,110.845
571,112.466
572,108.675
573,104.971
574,106.639
575,109.379
576,109.603
577,111.170
578,111.000
579,107.097
580,103.000
581,105.949
582,106.495
583,108.430
584,110.000
585,106.119
586,108.621
587,105.383
588,101.682
589,103.000
590,101.401
591,94.332
592,97.058
593,105.520
594,107.054
595,99.260
596,104.242
597,108.000
598,107.383
599,108.249
600,108.661
601,108.545
602,109.065
603,106.538
604,108.513
605,109.762
606,105.816
607,101.870
608,104.949
609,103.986
610,99.076
611,97.202
612,96.282
613,98.325
614,103.332
615,105.303
616,103.238
617,102.000
618,101.845
619,102.653
620,108.809
621,108.000
622,100.455
623,99.491
624,105.000
625,106.718
626,101.700
627,102.318
628,103.679
629,101.000
630,104.513
631,103.390
632,99.408
633,104.296
634,102.556
635,102.462
636,104.480
637,106.502
638,103.451
639,97.931
640,97.000
641,99.570
642,98.588
643,100.181
644,98.126
645,103.072
646,105.661
647,100.072
648,97.181
649,99.856
650,101.671
651,100.000
652,102.924
653,98.426
654,96.415
655,102.292
656,100.682
657,96.578
658,100.141
659,97.105
660,98.653
661,96.000
662,95.152
663,98.065
664,101.029
665,100.982
666,103.935
667,99.881
668,97.827
669,97.773
670,97.812
671,97.664
672,94.740
673,92.852
674,94.166
675,95.552
676,93.000
677,90.339
678,89.809
679,90.718
680,91.177
681,90.708
682,89.690
683,89.986
684,91.000
685,88.000
686,94.383
687,94.603
688,88.513
689,91.747
690,90.365
691,89.256
692,92.946
693,93.509
694,93.473
695,95.910
696,92.747
697,90.256
698,94.599
699,96.852
700,96.271
701,92.921
702,92.715
703,97.516
704,96.538
705,92.628
706,89.975
707,89.762
708,89.661
709,88.606
710,92.448
711,95.502
712,90.296
713,89.000
714,97.105
715,91.906
716,92.848
717,89.884
718,92.921
719,93.935
720,91.982
721,92.000
722,87.968
723,91.101
724,88.137
725,91.000
726,94.895
727,93.245
728,91.563
729,92.318
730,91.646
731,91.610
732,92.787
733,96.076
734,95.755
735,92.931
736,94.574
737,96.394
738,92.606
739,92.357
740,92.430
741,89.253
742,93.361
743,92.646
744,93.718
745,88.686
746,91.191
747,87.321
748,88.520
749,90.159
750,93.227
751,89.556
752,85.426
753,90.408
754,89.000
755,89.628
756,89.354
757,87.007
758,85.000
759,86.801
760,90.874
761,91.736
762,90.245
763,88.227
764,92.372
765,88.235
766,87.653
767,87.000
768,87.726
769,90.762
770,82.708
771,83.498
772,88.805
773,88.718
774,86.942
775,89.011
776,90.986
777,89.000
778,88.000
779,87.184
780,88.159
781,89.903
782,89.653
783,86.733
784,85.152
785,86.509
786,89.375
787,88.029
788,90.343
789,87.758
790,89.220
791,89.834
792,86.480
793,87.314
794,85.664
795,83.949
796,88.368
797,88.386
798,86.787
799,88.155
800,87.679
801,83.708
802,80.094
803,85.957
804,86.538
805,88.000
806,88.744
807,82.267
808,91.585
809,88.000
810,88.242
811,94.473
812,88.628
813,88.000
814,87.000
815,88.289
816,87.542
817,82.758
818,83.469
819,86.700
820,87.000
821,87.181
822,86.000
823,85.711
824,88.242
825,89.242
826,87.458
827,84.000
828,87.000
829,88.964
830,88.000
831,85.000
832,85.054
833,87.217
834,89.162
835,91.711
836,81.542
837,81.758
838,84.874
839,89.000
840,89.137
841,84.903
842,89.801
843,88.217
844,86.469
845,83.000
846,84.271
847,83.866
848,88.000
849,91.700
850,81.942
851,85.112
852,83.242
853,86.603
854,85.076
855,83.300
856,85.549
857,83.877
858,85.000
859,88.022
860,86.094
861,86.166
862,89.119
863,88.155
864,83.596
865,83.386
866,87.105
867,85.751
868,90.339
869,87.744
870,81.888
871,84.444
872,83.000
873,87.791
874,84.448
875,86.000
876,86.249
877,89.303
878,84.697
879,83.000
880,83.769
881,81.195
882,86.841
883,88.307
884,85.173
885,87.051
886,89.007
887,87.011
888,87.087
889,86.094
890,79.195
891,87.000
892,84.899
893,83.762
894,85.863
895,88.155
896,85.520
897,84.765
898,88.838
899,85.682
900,88.000
901,84.419
902,84.029
903,83.801
904,83.682
905,87.671
906,87.292
907,88.000
908,87.830
909,85.960
910,83.148
911,82.444
912,84.462
913,88.040
914,90.011
915,88.549
916,84.069
917,85.209
918,86.852
919,82.765
920,82.819
921,84.625
922,83.787
923,86.643
924,86.036
925,87.303
926,86.570
927,86.931
928,88.004
929,86.000
930,81.787
931,82.390
932,83.646
933,88.523
934,88.859
935,84.877
936,83.105
937,85.827
938,86.451
939,91.798
940,91.000
941,87.043
942,85.004
943,89.022
944,90.000
945,88.000
946,88.924
947,83.188
948,85.112
949,84.390
950,80.184
951,78.329
952,81.552
953,84.404
954,85.321
955,88.047
956,82.256
957,84.372
958,85.462
959,86.931
960,87.657
961,87.000
962,91.906
963,82.296
964,86.206
965,88.094
966,82.310
967,83.365
968,87.000
969,83.527
970,84.473
971,88.635
972,89.455
973,87.000
974,84.838
975,88.401
976,90.235
977,88.729
978,89.347
979,86.671
980,83.758
981,85.953
982,89.354
983,88.487
984,87.762
985,87.780
986,86.191
987,83.632
988,84.668
989,85.704
990,87.740
991,87.888
992,87.000
993,87.848
994,85.942
995,85.960
996,88.043
997,88.004
998,88.971
999,88.000
1000,84.101
1001,83.069
1002,85.000
1003,88.000
1004,87.755
1005,88.437
1006,89.206
1007,89.469
1008,88.805
1009,86.213
1010,85.000
1011,88.502
1012,86.267
1013,86.570
1014,87.000
1015,83.357
1016,77.982
1017,80.000
1018,86.502
1019,87.181
1020,88.412
1021,89.000
1022,86.895
1023,84.931
1024,86.000
1025,86.000
1026,82.560
1027,86.000
1028,85.000
1029,84.574
1030,84.368
1031,83.220
1032,81.744
1033,82.061
1034,83.671
1035,85.318
1036,79.599
1037,80.563
1038,88.264
1039,88.245
1040,81.682
1041,81.419
1042,88.809
1043,85.173
1044,88.155
1045,89.863
1046,85.000
1047,80.303
1048,85.834
1049,89.740
1050,86.000
1051,85.827
1052,84.978
1053,85.022
1054,84.076
1055,83.173
1056,83.307
1057,84.397
1058,85.390
1059,85.462
1060,86.134
1061,85.303
1062,85.170
1063,86.625
1064,86.794
1065,86.671
1066,87.209
1067,83.079
1068,81.946
1069,85.888
1070,85.628
1071,89.000
1072,91.949
1073,86.000
1074,82.386
1075,82.426
1076,81.957
1077,86.643
1078,90.834
1079,83.477
1080,86.495
1081,82.051
1082,85.184
1083,90.549
1084,83.567
1085,84.170
1086,89.397
1087,88.516
1088,84.166
1089,85.686
1090,89.350
1091,86.227
1092,85.578
1093,85.271
1094,87.000
1095,89.531
1096,89.917
1097,87.603
1098,86.181
1099,90.325
1100,90.289
1101,83.253
1102,80.108
1103,84.181
1104,85.217
1105,82.217
1106,81.217
1107,88.964
1108,86.000
1109,88.928
1110,82.892
1111,89.838
1112,89.783
1113,88.819
1114,90.892
1115,90.242
1116,91.567
1117,89.838
1118,87.181
1119,86.596
1120,88.217
1121,89.296
1122,89.736
1123,86.729
1124,90.845
1125,87.693
1126,90.975
1127,87.715
1128,81.444
1129,85.758
1130,84.397
1131,84.491
1132,86.733
1133,87.000
1134,86.531
1135,90.025
1136,93.495
1137,92.523
1138,87.083
1139,84.679
1140,85.155
1141,88.596
1142,89.773
1143,87.105
1144,86.401
1145,86.996
1146,84.628
1147,89.408
1148,89.000
1149,85.520
1150,86.000
1151,88.000
1152,87.412
1153,88.000
1154,85.661
1155,80.606
1156,88.401
1157,91.000
1158,86.805
1159,86.682
1160,92.693
1161,91.913
1162,86.025
1163,87.000
1164,94.968
1165,92.087
1166,89.329
1167,93.195
1168,89.415
1169,84.708
1170,91.881
1171,91.137
1172,93.224
1173,89.653
1174,83.957
1175,85.419
1176,91.635
1177,92.773
1178,91.000
1179,84.534
1180,87.097
1181,94.318
1182,86.671
1183,89.830
1184,89.603
1185,90.780
1186,93.816
1187,87.556
1188,88.444
1189,89.924
1190,90.921
1191,90.996
1192,90.549
1193,89.671
1194,88.762
1195,88.141
1196,91.646
1197,90.787
1198,88.249
1199,89.000
1200,90.000
1201,90.679
1202,92.000
1203,90.430
1204,93.000
1205,94.249
1206,93.538
1207,92.787
1208,93.390
1209,93.177
1210,93.365
1211,97.888
1212,87.895
1213,92.791
1214,91.433
1215,93.274
1216,99.798
1217,92.838
1218,91.942
1219,90.011
1220,95.043
1221,93.762
1222,92.596
1223,91.152
1224,92.375
1225,96.000
1226,92.260
1227,93.408
1228,93.166
1229,96.105
1230,94.415
1231,91.440
1232,92.762
1233,94.487
1234,91.726
1235,91.877
1236,96.379
1237,95.029
1238,93.267
1239,82.635
1240,90.531
1241,93.401
1242,94.325
1243,91.690
1244,94.000
1245,90.581
1246,92.509
1247,88.455
1248,95.473
1249,93.819
1250,94.747
1251,97.581
1252,95.199
1253,93.852
1254,93.906
1255,93.614
1256,91.686
1257,92.069
1258,93.000
1259,95.903
1260,91.718
1261,99.570
1262,94.339
1263,85.798
1264,95.264
1265,99.838
1266,96.816
1267,95.740
