X,Y
0,173.000
1,171.000
2,170.000
3,170.000
4,171.000
5,172.000
6,173.000
7,173.000
8,172.000
9,168.000
10,166.000
11,166.000
12,167.000
13,168.000
14,169.000
15,172.000
16,172.000
17,169.000
18,168.000
19,170.000
20,171.000
21,169.000
22,168.000
23,169.000
24,169.000
25,171.000
26,166.000
27,164.000
28,170.000
29,168.000
30,163.000
31,165.000
32,162.000
33,161.000
34,165.000
35,167.000
36,165.000
37,167.000
38,171.000
39,169.000
40,170.000
41,171.000
42,171.000
43,172.000
44,172.000
45,172.000
46,172.000
47,172.000
48,169.000
49,169.000
50,166.000
51,166.000
52,173.000
53,173.000
54,169.000
55,169.000
56,172.000
57,171.000
58,171.000
59,171.000
60,172.000
61,172.000
62,172.000
63,171.000
64,174.000
65,170.000
66,169.000
67,173.000
68,176.000
69,174.000
70,172.000
71,171.000
72,171.000
73,171.000
74,172.000
75,173.000
76,173.000
77,173.000
78,172.000
79,171.000
80,171.000
81,171.000
82,171.000
83,171.000
84,171.000
85,172.000
86,171.000
87,168.000
88,169.000
89,169.000
90,170.000
91,172.000
92,172.000
93,172.000
94,172.000
95,172.000
96,171.000
97,171.000
98,170.000
99,170.000
100,170.000
101,170.000
102,169.000
103,169.000
104,171.000
105,174.000
106,176.000
107,174.000
108,172.000
109,172.000
110,172.000
111,172.000
112,176.000
113,171.000
114,167.000
115,167.000
116,170.000
117,173.000
118,173.000
119,171.000
120,170.000
121,171.000
122,173.000
123,172.000
124,171.000
125,171.000
126,173.000
127,176.000
128,173.000
129,170.000
130,170.000
131,171.000
132,171.000
133,169.000
134,170.000
135,172.000
136,174.000
137,172.000
138,170.000
139,170.000
140,172.000
141,174.000
142,174.000
143,174.000
144,170.000
145,171.000
146,171.000
147,170.000
148,171.000
149,172.000
150,172.000
151,170.000
152,169.000
153,169.000
154,171.000
155,171.000
156,169.000
157,172.000
158,174.000
159,172.000
160,172.000
161,169.000
162,169.000
163,170.000
164,170.000
165,169.000
166,170.000
167,173.000
168,169.000
169,167.000
170,166.000
171,167.000
172,169.000
173,169.000
174,167.000
175,164.000
176,169.000
177,170.000
178,172.000
179,172.000
180,171.000
181,171.000
182,172.000
183,173.000
184,173.333
185,172.333
186,170.333
187,167.333
188,169.333
189,173.333
190,175.333
191,174.333
192,176.333
193,175.333
194,173.333
195,169.333
196,168.333
197,170.333
198,170.333
199,169.333
200,165.333
201,166.333
202,165.333
203,164.333
204,164.333
205,161.333
206,158.333
207,159.333
208,166.333
209,167.333
210,167.333
211,167.333
212,167.333
213,167.333
214,167.333
215,168.333
216,171.333
217,168.333
218,169.333
219,169.333
220,166.333
221,167.333
222,169.333
223,165.333
224,168.333
225,171.333
226,166.333
227,162.333
228,166.333
229,168.333
230,166.333
231,165.333
232,165.667
233,162.667
234,164.667
235,166.667
236,166.000
237,165.667
238,165.333
239,164.000
240,152.000
241,147.333
242,135.667
243,118.000
244,115.000
245,106.667
246,106.667
247,108.000
248,99.000
249,99.667
250,88.000
251,90.000
252,88.333
253,83.000
254,87.000
255,77.667
256,72.000
257,68.333
258,64.333
259,63.000
260,63.667
261,60.000
262,54.667
263,48.667
264,54.667
265,53.667
266,45.333
267,42.000
268,44.333
269,45.667
270,46.000
271,50.000
272,42.000
273,39.333
274,40.667
275,39.333
276,44.333
277,48.333
278,38.333
279,35.333
280,39.333
281,37.667
282,34.667
283,34.000
284,36.667
285,37.667
286,37.000
287,39.000
288,38.333
289,34.667
290,34.000
291,34.667
292,36.667
293,35.667
294,33.667
295,33.000
296,35.667
297,33.667
298,31.667
299,31.667
300,32.667
301,33.667
302,32.333
303,30.000
304,32.333
305,30.667
306,31.000
307,32.667
308,32.667
309,30.333
310,30.333
311,32.667
312,32.333
313,30.667
314,30.667
315,31.333
316,29.667
317,28.333
318,29.000
319,32.333
320,32.333
321,29.000
322,27.667
323,29.000
324,29.000
325,27.000
326,27.000
327,29.000
328,28.000
329,26.667
330,27.333
331,29.000
332,29.333
333,27.333
334,25.667
335,26.333
336,28.667
337,27.667
338,27.667
339,27.667
340,26.667
341,24.000
342,24.000
343,25.667
344,28.000
345,26.000
346,24.000
347,23.000
348,23.000
349,24.000
350,25.000
351,26.000
352,23.000
353,19.667
354,20.333
355,23.000
356,23.333
357,23.333
358,24.333
359,23.333
360,22.333
361,20.333
362,19.333
363,20.333
364,20.333
365,19.333
366,19.333
367,20.333
368,21.333
369,21.333
370,21.667
371,19.667
372,20.000
373,21.000
374,20.000
375,18.000
376,18.000
377,19.000
378,20.000
379,22.000
380,23.000
381,21.000
382,18.000
383,15.667
384,16.333
385,19.333
386,18.333
387,16.333
388,18.333
389,18.333
390,16.333
391,17.333
392,17.333
393,15.333
394,15.333
395,17.333
396,16.333
397,14.667
398,14.667
399,16.333
400,17.667
401,16.667
402,17.000
403,17.000
404,17.000
405,17.000
406,17.000
