X,Y
0,172
1,171
2,168
3,171
4,167
5,169
6,173
7,173
8,174
9,174
10,173
11,173
12,173
13,172
14,172
15,171
16,172
17,172
18,166
19,167
20,167
21,168
22,169
23,170
24,171
25,171
26,169
27,170
28,171
29,170
30,171
31,171
32,171
33,169
34,171
35,171
36,170
37,169
38,168
39,168
40,169
41,170
42,170
43,173
44,170
45,168
46,171
47,169
48,166
49,170
50,171
51,168
52,167
53,169
54,169
55,167
56,168
57,172
58,172
59,172
60,172
61,171
62,170
63,170
64,169
65,170
66,172
67,169
68,169
69,172
70,172
71,169
72,169
73,171
74,166
75,168
76,170
77,170
78,169
79,168
80,168
81,168
82,168
83,169
84,169
85,168
86,169
87,170
88,170
89,170
90,163
91,165
92,169
93,172
94,171
95,173
96,173
97,171
98,172
99,170
100,169
101,171
102,171
103,168
104,169
105,173
106,171
107,172
108,172
109,171
110,169
111,168
112,168
113,168
114,169
115,167
116,168
117,172
118,171
119,168
120,168
121,171
122,167
123,168
124,169
125,168
126,166
127,166
128,169
129,172
130,167
131,166
132,166
133,165
134,166
135,167
136,168
137,169
138,170
139,169
140,169
141,168
142,169
143,166
144,162
145,161
146,162
147,160
148,162
149,165
150,162
151,155
152,149
153,146
154,152
155,151
156,151
157,153
158,152
159,149
160,151
161,155
162,152
163,151
164,150
165,148
166,148
167,149
168,148
169,147
170,149
171,147
172,148
173,150
174,150
175,147
176,144
177,145
178,146
179,141
180,141
181,139
182,137
183,139
184,140
185,134
186,134
187,132
188,133
189,135
190,135
191,134
192,136
193,137
194,137
195,136
196,136
197,134
198,129
199,129
200,131
201,129
202,130
203,137
204,130
205,125
206,125
207,121
208,121
209,124
210,121
211,122
212,120
213,118
214,119
215,118
216,116
217,118
218,118
219,119
220,120
221,120
222,119
223,116
224,114
225,112
226,112
227,111
228,112
229,113
230,113
231,111
232,112
233,113
234,108
235,113
236,111
237,109
238,114
239,116
240,111
241,105
242,108
243,107
244,106
245,106
246,105
247,105
248,106
249,106
250,103
251,102
252,102
253,101
254,100
255,99
256,99
257,99
258,99
259,97
260,97
261,99
262,98
263,94
264,95
265,98
266,93
267,94
268,95
269,95
270,93
271,92
272,93
273,93
274,93
275,93
276,92
277,93
278,92
279,90
280,89
281,89
282,90
283,88
284,88
285,91
286,92
287,91
288,89
289,90
290,90
291,90
292,87
293,87
294,87
295,85
296,89
297,90
298,86
299,87
300,89
301,92
302,91
303,88
304,86
305,86
306,84
307,84
308,83
309,83
310,84
311,83
312,83
313,82
314,85
315,82
316,82
317,82
318,81
319,82
320,84
321,84
322,80
323,81
324,83
325,80
326,77
327,79
328,80
329,78
330,80
331,81
332,82
333,82
334,82
335,81
336,79
337,79
338,79
339,79
340,79
341,79
342,79
343,79
344,79
345,79
346,79
347,78
348,78
349,78
350,79
351,79
352,77
353,76
354,78
355,79
356,80
357,79
358,77
359,76
360,76
361,76
362,79
363,77
364,79
365,79
366,76
367,77
368,77
369,75
370,74
371,74
372,74
373,75
374,74
375,74
376,74
377,74
378,74
379,76
380,76
381,75
382,75
383,73
384,74
385,79
386,77
387,76
388,75
389,74
390,74
391,75
392,74
393,74
394,74
395,75
396,75
397,73
398,73
399,75
400,74
401,72
402,73
403,74
404,76
405,77
406,74
407,71
408,72
409,74
410,74
411,73
412,75
413,75
414,73
415,73
416,73
417,70
418,73
419,74
420,74
421,73
422,73
423,72
424,72
425,73
426,74
427,74
428,73
429,73
430,74
431,74
432,73
433,72
434,72
435,72
436,72
437,72
438,72
439,72
440,72
441,72
442,75
443,75
444,74
445,74
446,73
447,73
448,72
449,73
450,73
451,73
452,73
453,74
454,74
455,74
456,73
457,73
458,72
459,73
460,74
461,75
462,75
463,75
464,74
465,74
466,72
467,74
468,74
469,72
470,73
471,74
472,74
473,71
474,75
475,74
476,73
477,72
478,73
479,74
480,74
481,74
482,72
483,73
484,74
485,75
486,75
487,75
488,74
489,73
490,76
491,76
492,77
493,76
494,76
495,75
496,75
497,75
498,78
499,77
500,77
501,78
502,77
503,76
504,76
505,77
506,79
507,79
508,78
509,77
510,77
511,77
512,77
513,77
514,77
515,77
516,78
517,80
518,79
519,77
520,77
521,78
522,77
523,76
524,77
525,78
526,80
527,79
528,79
529,80
530,78
531,82
532,80
533,79
534,82
535,80
536,79
537,86
538,80
539,82
540,82
541,82
542,82
543,80
544,82
545,85
546,82
547,82
548,83
549,85
550,85
551,84
552,83
553,84
554,87
555,86
556,87
557,88
558,87
559,88
560,89
561,87
562,87
563,87
564,87
565,87
566,87
567,88
568,91
569,92
570,92
571,90
572,89
573,90
574,92
575,94
576,93
577,92
578,90
579,93
580,95
581,95
582,95
583,95
584,94
585,93
586,95
587,98
588,101
589,101
590,97
591,94
592,96
593,100
594,99
595,99
596,101
597,102
598,102
599,102
600,101
601,101
602,102
603,108
604,107
605,104
606,106
607,104
608,105
609,112
610,110
611,111
612,109
613,110
614,107
615,107
616,113
617,112
618,114
619,112
620,107
621,108
622,109
623,112
624,118
625,119
626,119
627,120
628,122
629,124
630,122
631,120
632,121
633,125
634,124
635,128
636,124
637,123
638,130
639,129
640,126
641,132
642,131
643,134
644,140
645,143
646,138
647,133
648,132
649,137
650,137
651,142
652,137
653,136
654,140
655,140
656,137
657,142
658,146
659,147
660,148
661,148
662,148
663,146
664,145
665,147
666,148
667,147
668,153
669,150
670,151
671,156
672,150
673,150
674,150
675,157
676,160
677,159
678,165
679,168
680,165
681,173
682,172
683,175
684,174
685,173
686,175
687,176
688,174
689,174
690,168
691,172
692,170
693,168
694,172
695,172
696,172
697,176
698,177
699,173
700,174
701,176
702,174
703,171
704,172
705,173
706,172
707,173
708,173
709,173
710,172
711,172
712,173
713,174
714,168
715,173
716,177
717,177
718,175
719,174
720,174
721,174
722,173
723,166
724,165
725,172
726,175
727,170
728,169
729,173
730,171
731,173
732,172
733,171
734,174
735,175
736,174
737,174
738,173
739,173
740,174
741,175
742,176
743,175
744,172
745,170
746,167
747,170
748,172
749,172
750,172
751,174
752,173
753,170
754,170
755,169
756,169
757,169
758,170
759,172
760,175
761,176
762,174
763,171
764,169
765,171
766,175
767,172
768,171
769,174
770,173
771,173
772,173
773,172
774,172
775,171
776,171
777,171
778,173
779,172
780,173
781,174
782,174
783,172
784,172
785,173
786,173
787,170
788,170
789,173
790,174
791,172
792,170
793,171
794,172
795,174
796,174
797,174
798,172
799,172
800,173
