0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,46,53,80,61,27,0,0,0,37,82,81,91,71,103,68,32,0,29,74,94,128,152,143,103,94,85,20,54,72,103,164,209,200,158,116,86,60,70,97,115,205,573,569,202,106,86,68,63,77,126,239,572,547,201,147,80,59,55,80,113,144,209,169,144,107,66,52,18,86,77,112,115,128,92,89,68,18,0,43,72,78,93,86,90,81,34,0,0,0,19,54,68,70,51,20,0,0
0,0,4,10,18,13,9,5,0,0,0,10,25,48,60,73,41,21,10,0,2,24,62,166,182,207,116,62,11,2,11,43,117,310,390,346,250,108,37,9,18,56,210,407,684,580,352,177,38,13,13,60,197,400,576,540,316,176,45,5,16,47,128,280,306,325,253,97,33,3,2,13,56,108,169,151,84,46,13,1,0,5,18,26,50,35,23,11,4,0,0,0,3,8,8,7,6,0,0,0
0,0,0,0,2,1,0,1,0,0,0,0,0,5,16,20,16,3,0,0,0,1,7,35,87,126,105,41,10,0,1,7,28,128,300,427,277,114,30,4,0,11,63,271,617,774,597,220,60,9,0,13,72,298,650,871,633,285,62,8,0,7,53,191,444,522,446,179,33,6,0,2,13,61,151,218,158,63,12,0,0,0,2,12,36,34,25,9,1,0,0,0,0,2,4,6,3,1,0,0
0,0,1,1,4,3,3,0,0,0,0,2,5,26,39,48,34,5,3,0,0,8,36,114,203,211,131,52,11,0,5,24,103,293,487,524,369,143,36,5,5,32,159,462,713,811,539,202,54,9,8,36,140,418,684,695,421,186,38,5,3,12,60,159,299,308,178,70,23,3,0,1,12,46,68,91,50,20,4,0,0,0,1,7,11,13,5,4,0,0,0,0,1,0,3,0,0,2,0,0
0,0,0,1,1,0,3,0,0,0,0,1,3,8,25,26,19,4,1,0,0,4,19,68,114,152,100,32,8,0,3,6,47,194,384,435,318,124,17,1,3,14,112,372,746,843,503,221,47,4,1,26,133,392,709,864,517,183,60,5,0,11,60,211,408,423,294,121,25,4,2,0,25,57,118,129,97,44,9,0,0,0,5,14,20,20,18,4,0,0,0,0,0,2,1,4,1,0,0,0
0,0,0,0,1,0,0,2,0,0,0,0,0,5,6,11,12,2,1,0,0,0,7,24,83,101,62,20,5,0,0,3,23,114,232,356,239,84,20,2,0,13,80,261,571,733,511,185,48,1,1,8,95,337,709,923,656,272,52,8,0,11,45,243,505,611,437,161,45,5,0,4,25,86,206,256,189,72,15,6,1,0,5,18,48,49,37,16,0,0,0,0,0,3,5,5,9,3,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,8,3,1,0,0,0,0,3,13,47,65,71,26,5,0,0,0,9,70,205,308,248,128,19,8,1,5,43,214,480,760,633,261,67,10,0,9,60,272,626,992,808,342,96,14,0,1,39,162,497,655,475,241,71,11,0,1,10,71,156,209,181,85,21,2,0,0,3,9,36,53,35,23,4,1,0,0,0,1,2,4,1,1,0,0
0,0,0,0,1,1,1,1,0,0,0,0,0,7,21,20,18,7,1,0,0,1,17,56,133,160,120,41,10,0,2,4,48,197,414,564,387,154,35,9,0,21,95,376,734,960,701,280,58,16,0,9,82,301,652,869,591,258,58,4,2,4,46,146,327,318,243,104,23,6,0,1,4,37,59,75,60,24,5,0,0,0,1,0,5,8,3,2,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,2,1,1,3,0,0,0,0,0,4,15,33,34,15,4,0,0,0,7,29,99,209,159,92,10,1,1,4,16,126,318,581,499,215,71,14,0,3,40,196,591,919,812,400,96,18,0,4,21,149,510,812,747,363,91,11,0,1,12,84,267,357,335,161,41,7,0,0,1,17,74,114,92,40,10,2,0,0,0,3,2,9,13,8,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,1,5,2,3,0,0,0,0,0,7,24,44,43,23,6,0,0,0,3,39,128,258,243,115,26,5,2,1,18,101,364,667,669,316,81,14,0,4,20,162,568,1044,964,431,101,22,0,3,13,107,404,730,676,363,82,4,0,0,9,40,177,287,244,123,35,0,0,0,0,9,24,52,49,22,6,0,0,0,0,2,1,2,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,12,9,1,0,0,0,1,15,60,93,89,49,11,1,1,0,15,79,241,455,443,209,71,13,1,0,35,146,569,870,869,455,116,22,2,2,33,173,505,930,874,489,124,13,0,1,12,77,264,459,412,204,61,9,0,0,1,22,62,115,100,44,7,0,0,0,0,5,5,4,10,10,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,2,2,0,1,0,0,0,1,5,11,27,26,8,1,0,0,0,14,51,148,170,137,64,13,3,2,5,50,184,478,647,523,212,61,12,0,13,78,311,774,1021,777,391,85,9,1,9,62,224,601,791,607,273,66,6,0,2,20,91,179,289,220,79,24,1,0,0,2,17,24,45,27,15,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,3,2,1,1,0,0,0,0,6,20,29,30,12,2,0,0,3,12,69,146,196,159,75,14,6,1,8,50,189,465,584,511,232,72,12,2,12,101,317,739,979,742,391,97,14,1,12,64,230,590,757,581,252,86,7,0,5,20,109,189,282,223,87,29,2,0,0,4,23,29,43,39,11,3,1,0,0,0,1,3,6,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,4,2,2,0,0,0,0,1,14,24,34,34,21,2,0,0,1,18,67,146,189,183,78,17,10,1,9,64,217,471,601,473,248,81,10,1,23,101,320,645,906,697,376,118,18,5,13,66,226,559,769,536,275,82,12,0,9,31,100,211,294,232,91,35,5,0,2,3,30,37,49,49,20,3,2,0,0,1,4,4,8,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,1,6,7,3,0,0,0,0,0,8,34,42,40,19,5,0,0,0,7,58,142,222,200,66,18,3,1,2,34,170,491,660,544,240,54,4,1,5,46,239,632,988,745,339,75,12,1,4,34,166,574,805,611,274,54,2,0,2,16,85,208,350,272,99,20,1,0,0,4,17,56,68,58,24,4,0,0,0,0,1,5,12,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,2,7,16,11,8,0,0,0,0,5,43,98,124,75,29,5,0,0,3,39,168,429,498,320,80,12,2,1,8,68,328,810,966,589,215,37,4,0,5,63,327,807,990,600,174,28,1,0,5,33,177,404,536,300,86,17,0,0,1,16,43,104,130,80,18,1,0,0,0,2,3,12,20,7,0,1,0,0,0,0,1,2,3,0,0,0,0,0
0,1,2,4,8,11,5,1,0,0,0,4,23,55,64,35,14,3,1,0,4,16,91,210,265,177,57,7,0,1,2,57,258,543,675,402,137,32,6,0,9,73,351,722,946,619,210,38,1,0,9,60,286,610,791,447,141,33,0,0,3,26,128,303,366,261,61,7,0,0,2,14,31,74,101,41,20,1,1,0,0,1,2,13,15,5,2,0,0,0,0,0,0,1,4,0,0,0,0,0
0,0,0,0,2,3,3,0,0,0,0,0,6,22,31,35,11,2,0,0,0,9,38,126,188,156,71,12,2,0,0,15,154,447,705,538,210,50,5,1,1,38,187,669,1047,848,365,67,1,0,3,22,180,554,851,709,252,63,1,0,0,8,63,235,346,301,119,10,2,0,0,6,10,44,74,44,12,4,0,0,0,0,1,4,10,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
