0,0,0,0,0,0,10000,0,0,0,0,0
0,0,0,0,0,5047,4953,0,0,0,0,0
0,0,0,0,0,2524,7476,0,0,0,0,0
0,0,0,0,0,5028,4972,0,0,0,0,0
0,0,0,0,0,3177,6823,0,0,0,0,0
0,0,0,0,0,5078,4922,0,0,0,0,0
0,0,0,0,0,3494,6506,0,0,0,0,0
0,0,0,0,80,4994,4831,95,0,0,0,0
0,0,0,0,40,3670,6241,49,0,0,0,0
0,0,0,0,158,4909,4711,222,0,0,0,0
0,0,0,0,89,3766,6002,143,0,0,0,0
0,0,0,0,302,4724,4596,378,0,0,0,0
0,0,0,0,185,3702,5881,232,0,0,0,0
0,0,0,0,440,4539,4501,520,0,0,0,0
0,0,0,0,270,3673,5723,333,1,0,0,0
0,0,0,0,557,4403,4424,616,0,0,0,0
0,0,0,2,350,3631,5593,421,3,0,0,0
0,0,0,1,677,4279,4283,759,1,0,0,0
0,0,0,4,429,3583,5476,503,5,0,0,0
0,0,0,3,813,4152,4164,865,3,0,0,0
0,0,0,9,551,3526,5301,599,14,0,0,0
0,0,0,7,918,4055,4013,1001,6,0,0,0
0,0,0,20,621,3460,5192,688,19,0,0,0
0,0,0,13,1022,3958,3908,1089,10,0,0,0
0,0,0,25,729,3419,5036,764,27,0,0,0
0,0,0,16,1119,3826,3869,1151,19,0,0,0
0,0,0,37,817,3389,4913,798,45,0,0,0
0,0,1,22,1184,3784,3770,1209,30,0,0,0
0,0,1,50,816,3389,4819,865,59,1,0,0
0,0,1,35,1251,3673,3722,1277,41,0,0,0
0,0,0,75,882,3248,4796,921,76,0,0,0
0,0,1,55,1317,3598,3642,1337,50,0,0,0
0,0,1,96,964,3172,4678,983,104,1,0,0
0,0,2,63,1404,3479,3588,1392,71,1,0,0
0,0,1,111,1026,3121,4604,1020,113,1,0,0
0,0,3,80,1444,3434,3510,1446,83,0,0,0
0,0,2,132,1052,3134,4483,1050,136,5,0,0
0,0,5,86,1526,3384,3399,1494,103,3,0,0
0,0,3,160,1118,3032,4419,1090,167,7,0,0
0,0,6,108,1549,3306,3358,1556,114,3,0,0
0,0,4,178,1157,2971,4359,1137,180,8,0,0
0,0,7,125,1608,3201,3325,1592,137,5,0,0
0,0,5,192,1233,2908,4258,1180,202,14,0,0
0,0,7,135,1668,3156,3222,1655,149,8,0,0
0,0,4,221,1235,2937,4142,1212,221,17,0,0
0,0,10,159,1716,3129,3150,1650,171,15,0,0
0,0,8,226,1291,2878,4091,1222,249,24,0,0
0,0,14,163,1761,3076,3089,1693,185,19,0,0
0,0,10,246,1330,2817,4029,1250,269,33,0,0
0,0,19,180,1774,3016,3072,1714,204,20,1,0
0,0,14,261,1327,2836,3952,1275,284,32,1,0
0,0,20,211,1798,2985,3017,1728,222,17,2,0
0,0,15,297,1367,2782,3884,1296,310,29,1,0
0,0,25,234,1817,2955,2977,1740,230,20,2,0
0,0,19,330,1367,2767,3851,1291,314,41,2,0
0,1,30,247,1819,2926,2950,1748,251,24,4,0
0,1,23,357,1349,2725,3824,1301,351,44,2,0
0,2,33,285,1831,2874,2886,1785,271,27,6,0
0,1,25,394,1370,2636,3798,1340,360,48,5,0
0,1,36,310,1851,2803,2887,1789,288,28,7,0
0,1,29,388,1380,2637,3720,1362,381,54,4,0
0,1,59,311,1850,2820,2811,1807,301,34,6,0
0,1,41,412,1364,2622,3677,1365,417,58,3,0
0,2,63,313,1857,2787,2771,1822,335,44,6,0
0,2,39,408,1406,2595,3610,1393,418,76,6,0
0,3,64,314,1889,2769,2711,1847,340,56,7,0
0,1,53,402,1417,2622,3540,1368,454,84,6,0
0,2,81,318,1871,2783,2695,1810,370,63,7,0
0,1,58,446,1392,2612,3482,1384,464,96,5,0
0,4,85,356,1851,2743,2651,1863,367,70,10,0
1,2,64,471,1402,2576,3451,1401,464,106,7,1
1,4,89,371,1904,2689,2621,1871,355,82,12,1
1,2,71,488,1427,2525,3440,1410,460,116,11,1
1,5,92,409,1909,2635,2584,1887,380,82,15,1
1,4,73,505,1415,2558,3351,1403,491,129,11,2
1,7,92,415,1910,2613,2544,1908,401,94,14,1
1,4,73,513,1444,2494,3326,1415,510,144,9,2
1,11,88,447,1886,2646,2476,1916,402,113,13,1
1,7,66,534,1437,2479,3294,1451,488,154,11,1
0,15,100,454,1932,2542,2486,1939,394,118,18,1
1,6,78,565,1450,2443,3235,1461,511,162,10,4
1,15,106,474,1940,2496,2465,1927,426,126,19,4
1,11,88,590,1455,2394,3213,1447,559,160,15,4
1,17,116,479,1937,2501,2438,1907,456,125,18,4
1,13,92,588,1476,2378,3204,1417,563,175,16,4
1,21,120,489,1947,2450,2420,1935,462,125,25,4
1,18,98,590,1465,2334,3214,1430,577,172,22,4
1,28,130,498,1978,2359,2428,1943,480,120,32,2
1,25,100,586,1509,2266,3159,1475,578,181,25,4
1,33,133,504,2005,2297,2409,1952,502,121,40,2
1,26,108,607,1497,2234,3136,1473,593,193,30,3
1,35,145,515,1995,2306,2394,1921,517,122,46,2
1,25,121,618,1490,2262,3095,1451,603,198,34,4
0,44,151,532,1984,2314,2328,1941,508,147,46,4
2,30,116,637,1491,2231,3020,1500,621,210,35,5
2,42,149,552,1981,2321,2235,1980,529,157,48,3
2,34,119,663,1481,2225,2985,1500,621,222,32,7
1,44,154,580,1972,2285,2256,1961,534,160,46,6
4,31,122,663,1492,2209,2989,1457,635,234,37,8
3,46,165,571,2007,2264,2243,1934,539,170,51,6
