0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5042,4958,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2505,7495,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5031,4969,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3116,6247,637,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,315,4699,4676,310,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,159,3231,5488,1122,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,630,4384,4347,639,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,354,3291,4911,1404,40,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,891,4101,4088,885,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,563,3178,4512,1639,96,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,1080,3884,3870,1069,45,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,716,3137,4239,1708,172,4,0,0,0,0,0,0
0,0,0,0,0,0,2,109,1217,3679,3692,1209,89,3,0,0,0,0,0,0
0,0,0,0,0,0,0,67,830,3093,3868,1868,266,8,0,0,0,0,0,0
0,0,0,0,0,0,5,183,1332,3443,3541,1328,163,5,0,0,0,0,0,0
0,0,0,0,0,0,4,124,927,2972,3706,1909,335,23,0,0,0,0,0,0
0,0,0,0,0,0,14,242,1416,3326,3372,1407,208,15,0,0,0,0,0,0
0,0,0,0,0,0,6,159,1023,2909,3506,1920,436,39,2,0,0,0,0,0
0,0,0,0,0,0,26,292,1484,3250,3156,1496,273,21,2,0,0,0,0,0
0,0,0,0,0,0,20,191,1131,2837,3291,1972,506,48,4,0,0,0,0,0
0,0,0,0,0,1,40,368,1545,3090,3036,1548,341,29,2,0,0,0,0,0
0,0,0,0,0,1,25,244,1190,2749,3127,2015,573,73,2,1,0,0,0,0
0,0,0,0,0,3,60,412,1601,2959,2946,1554,417,45,3,0,0,0,0,0
0,0,0,0,0,2,43,284,1260,2626,3080,1960,656,82,7,0,0,0,0,0
0,0,0,0,0,6,77,467,1615,2878,2820,1624,459,49,5,0,0,0,0,0
0,0,0,0,0,2,50,333,1281,2601,2966,1947,695,114,11,0,0,0,0,0
0,0,0,0,0,6,94,552,1593,2765,2792,1601,517,72,8,0,0,0,0,0
0,0,0,0,0,4,58,408,1287,2463,2960,1892,764,142,21,1,0,0,0,0
0,0,0,0,0,11,116,590,1605,2697,2681,1619,562,103,16,0,0,0,0,0
0,0,0,0,0,6,78,427,1307,2464,2807,1905,783,191,30,2,0,0,0,0
0,0,0,0,0,15,132,625,1607,2634,2597,1630,610,126,23,1,0,0,0,0
0,0,0,0,0,9,94,466,1324,2403,2710,1909,804,236,42,3,0,0,0,0
0,0,0,0,0,24,162,644,1621,2538,2544,1645,631,156,34,1,0,0,0,0
0,0,0,0,0,13,113,485,1375,2328,2620,1901,843,260,57,4,0,0,0,0
0,0,0,0,0,29,189,674,1586,2512,2519,1582,684,184,38,3,0,0,0,0
0,0,0,0,0,19,142,499,1374,2275,2604,1845,895,275,65,6,0,0,0,0
0,0,0,0,0,36,216,679,1628,2436,2451,1608,694,199,50,3,0,0,0,0
0,0,0,0,0,17,158,525,1388,2242,2497,1870,919,291,75,10,0,0,0,0
0,0,0,0,4,46,215,740,1638,2354,2368,1639,726,211,54,5,0,0,0,0
0,0,0,0,1,20,169,569,1407,2191,2416,1864,940,326,73,15,1,0,0,0
0,0,0,0,4,48,245,750,1640,2281,2340,1616,775,231,61,9,0,0,0,0
0,0,0,0,3,22,179,595,1409,2119,2433,1822,961,353,73,21,1,0,0,0
0,0,0,0,5,69,241,812,1608,2242,2320,1598,767,264,59,14,1,0,0,0
0,0,0,2,3,35,192,635,1379,2135,2379,1762,977,365,99,27,2,0,0,0
0,0,0,1,9,74,269,796,1605,2270,2247,1574,783,287,66,18,1,0,0,0
0,0,0,3,5,32,212,643,1398,2126,2292,1784,973,384,106,28,1,0,0,0
0,0,0,3,12,72,302,812,1602,2236,2183,1549,824,312,73,19,1,0,0,0
0,0,0,6,5,31,241,677,1355,2138,2232,1741,996,404,133,23,3,0,0,0
0,0,0,4,16,84,327,841,1534,2205,2134,1598,832,308,93,22,2,0,0,0
0,0,0,7,8,42,255,700,1349,2078,2190,1759,1003,421,137,31,5,0,0,0
0,0,0,3,19,101,348,823,1580,2152,2083,1595,826,346,101,20,3,0,0,0
