Distance_(pixels),Gray_Value
0,224.667
1,202.948
2,190.297
3,186.333
4,186.036
5,185.061
6,185.109
7,186.376
8,187.309
9,188.252
10,188.333
11,188.667
12,188.812
13,188.452
14,188.212
15,190.515
16,192.527
17,194.436
18,196.273
19,198.288
20,200.000
21,202.603
22,204.067
23,203.612
24,203.739
25,204.182
26,205.097
27,204.415
28,205.333
29,205.597
30,206.333
31,207.282
32,208.291
33,209.000
34,210.000
35,209.318
36,210.000
37,210.336
38,210.000
39,209.882
40,209.879
41,209.667
42,209.333
43,209.333
44,209.333
45,209.606
46,208.806
47,208.045
48,207.770
49,208.000
50,208.455
51,209.464
52,208.473
53,208.482
54,208.491
55,208.667
56,209.679
57,209.530
58,209.545
59,208.715
60,208.727
61,208.555
62,208.564
63,208.000
64,208.000
65,207.136
66,206.067
67,204.276
68,203.158
69,204.706
70,156.364
71,125.452
72,117.012
73,112.558
74,108.000
75,107.212
76,105.358
77,103.433
78,103.097
79,103.145
80,102.212
81,102.421
82,100.085
83,100.082
84,100.333
85,99.742
86,98.000
87,99.264
88,99.067
89,97.730
90,97.333
91,97.333
92,97.333
93,97.282
94,95.715
95,95.621
96,94.333
97,94.176
98,93.333
99,93.033
100,93.030
101,93.027
102,93.024
103,93.021
104,92.945
105,93.288
106,92.333
107,92.333
108,92.994
109,92.997
110,92.667
111,92.336
112,91.679
113,92.361
114,92.382
115,92.379
116,91.685
117,91.730
118,91.788
119,92.000
120,92.000
121,92.033
122,92.297
123,92.000
124,93.745
125,93.197
126,93.473
127,93.000
128,93.333
129,94.379
130,94.000
131,94.270
132,95.667
133,97.403
134,96.667
135,95.333
136,97.315
137,100.333
138,101.170
139,102.106
140,107.606
141,110.615
142,146.291
143,166.033
144,172.024
145,181.909
146,190.552
147,196.006
148,199.448
149,199.764
150,200.667
151,200.667
152,200.667
153,202.130
154,202.333
155,203.000
156,202.333
157,202.333
158,203.230
159,202.852
160,202.182
161,201.715
162,202.176
163,201.518
164,201.000
165,200.000
166,199.491
167,199.482
168,200.000
169,200.000
170,199.000
171,199.000
172,199.564
173,200.573
174,199.582
175,200.000
176,200.000
177,200.000
178,200.000
179,200.000
180,199.364
181,200.000
182,200.000
183,200.664
184,200.673
185,200.000
186,200.000
187,200.000
188,199.709
189,199.718
190,200.455
191,200.648
192,200.745
193,200.748
194,201.158
195,201.485
196,202.479
197,204.139
198,205.133
199,206.730
200,209.667
201,211.609
202,212.333
203,212.512
204,213.000
205,213.803
206,214.539
207,214.000
208,213.109
209,216.000
210,216.364
211,216.442
212,216.667
213,217.603
214,221.333
215,224.333
216,226.764
217,226.027
218,230.073
219,231.112
220,245.667
