Distance_(pixels),Gray_Value
0,208.000
1,210.011
2,188.358
3,187.338
4,187.648
5,187.302
6,187.324
7,187.409
8,188.358
9,188.319
10,188.272
11,186.000
12,186.259
13,188.313
14,189.623
15,189.736
16,190.667
17,193.026
18,195.750
19,197.667
20,199.062
21,201.065
22,202.701
23,203.667
24,202.333
25,202.333
26,202.000
27,202.333
28,204.667
29,204.667
30,204.667
31,205.667
32,206.000
33,207.181
34,207.228
35,207.613
36,208.500
37,208.000
38,207.000
39,208.000
40,208.815
41,208.000
42,207.806
43,207.801
44,207.796
45,206.792
46,205.667
47,205.667
48,205.667
49,205.742
50,205.975
51,207.000
52,207.000
53,207.000
54,207.000
55,207.000
56,208.000
57,208.264
58,208.000
59,207.758
60,207.611
61,207.333
62,207.333
63,207.528
64,207.333
65,207.333
66,207.333
67,205.333
68,205.333
69,205.333
70,203.667
71,202.105
72,184.333
73,118.531
74,111.694
75,109.755
76,103.981
77,104.000
78,103.000
79,102.667
80,101.333
81,101.333
82,99.667
83,99.333
84,99.000
85,99.000
86,98.667
87,99.000
88,98.667
89,97.667
90,97.333
91,97.000
92,97.568
93,97.431
94,96.420
95,96.560
96,95.222
97,91.333
98,91.667
99,92.667
100,93.000
101,93.333
102,93.333
103,93.333
104,91.667
105,91.667
106,91.667
107,91.333
108,91.333
109,91.333
110,91.333
111,91.333
112,91.333
113,91.333
114,91.667
115,91.667
116,91.667
117,91.667
118,92.000
119,91.667
120,92.000
121,92.000
122,91.333
123,90.667
124,92.667
125,92.667
126,93.000
127,93.392
128,95.333
129,95.000
130,95.333
131,95.667
132,95.667
133,97.667
134,98.793
135,98.708
136,102.580
137,105.724
138,146.148
139,163.690
140,172.099
141,182.681
142,189.000
143,195.779
144,198.333
145,200.333
146,199.000
147,199.000
148,200.000
149,200.000
150,200.333
151,201.000
152,201.000
153,201.000
154,201.333
155,201.000
156,201.370
157,201.606
158,202.512
159,202.509
160,201.765
161,200.255
162,200.250
163,200.000
164,200.000
165,198.745
166,198.642
167,199.409
168,199.667
169,200.000
170,200.000
171,198.208
172,198.204
173,198.000
174,198.935
175,200.270
176,199.790
177,199.273
178,198.157
179,198.276
180,198.500
181,199.000
182,199.000
183,198.616
184,198.716
185,198.000
186,197.861
187,198.866
188,199.870
189,199.000
190,199.000
191,200.000
192,200.000
193,200.894
194,201.667
195,204.236
196,205.333
197,206.333
198,207.694
199,210.000
200,209.667
201,210.046
202,211.667
203,211.667
204,211.333
205,211.667
206,213.333
207,213.667
208,216.000
209,215.032
210,215.056
211,217.069
212,221.019
213,221.042
214,235.880
215,238.907
216,228.000
