Distance_(pixels),Gray_Value
0,241.667
1,220.349
2,214.682
3,195.000
4,193.346
5,193.310
6,191.657
7,194.968
8,195.407
9,197.319
10,195.031
11,194.983
12,194.389
13,195.394
14,196.333
15,197.403
16,197.407
17,199.412
18,201.333
19,202.029
20,202.426
21,205.431
22,206.932
23,207.894
24,207.704
25,207.628
26,206.454
27,207.333
28,208.247
29,210.532
30,210.528
31,210.523
32,211.000
33,210.333
34,210.333
35,210.333
36,210.222
37,212.162
38,212.333
39,211.514
40,211.148
41,211.477
42,211.611
43,210.267
44,210.000
45,211.319
46,209.858
47,210.594
48,211.630
49,209.667
50,209.667
51,209.667
52,209.747
53,209.912
54,209.917
55,209.921
56,209.667
57,209.667
58,209.667
59,209.667
60,209.852
61,210.667
62,210.667
63,210.375
64,209.667
65,209.667
66,209.667
67,208.000
68,206.000
69,205.333
70,206.333
71,207.005
72,206.111
73,204.897
74,203.562
75,199.838
76,199.586
77,200.211
78,114.519
79,112.025
80,110.000
81,107.000
82,106.127
83,105.565
84,104.537
85,104.404
86,102.864
87,103.005
88,103.481
89,102.941
90,103.472
91,103.333
92,103.475
93,102.000
94,102.000
95,101.066
96,100.000
97,100.000
98,100.000
99,99.819
100,99.463
101,99.468
102,98.685
103,97.667
104,97.667
105,97.667
106,97.836
107,97.667
108,97.667
109,97.336
110,97.012
111,97.019
112,97.025
113,97.364
114,97.194
115,96.667
116,97.099
117,97.569
118,97.728
119,97.435
120,98.370
121,99.147
122,98.667
123,98.426
124,98.858
125,100.228
126,101.139
127,101.745
128,101.136
129,103.532
130,104.731
131,107.273
132,109.074
133,128.026
134,165.034
135,171.125
136,181.630
137,191.269
138,197.213
139,201.287
140,201.333
141,201.231
142,201.343
143,202.000
144,202.000
145,202.329
146,202.775
147,203.000
148,202.315
149,202.310
150,202.000
151,202.000
152,202.000
153,203.000
154,203.000
155,202.718
156,202.722
157,202.727
158,202.065
159,201.736
160,202.000
161,202.000
162,201.250
163,200.660
164,200.241
165,200.000
166,199.231
167,199.258
168,200.000
169,201.000
170,201.213
171,201.000
172,200.204
173,200.199
174,200.194
175,200.810
176,200.815
177,201.819
178,201.824
179,201.171
180,202.000
181,202.000
182,202.000
183,202.000
184,202.000
185,202.000
186,202.000
187,203.000
188,202.377
189,202.833
190,201.787
191,202.667
192,202.667
193,203.929
194,204.231
195,204.968
196,205.969
197,209.912
198,212.222
199,212.307
200,213.358
201,212.713
202,214.355
203,215.667
204,216.296
205,215.983
206,215.985
207,215.639
208,215.963
209,217.000
210,218.000
211,220.667
212,227.278
213,233.653
214,231.719
215,230.386
216,239.667
