Distance_(pixels),Gray_Value
0,243.667
1,228.667
2,236.667
3,198.667
4,195.333
5,189.000
6,190.333
7,189.000
8,188.667
9,191.333
10,193.333
11,194.333
12,194.333
13,194.333
14,194.333
15,194.333
16,196.333
17,198.000
18,198.333
19,201.333
20,205.333
21,207.333
22,209.333
23,210.000
24,211.333
25,211.333
26,211.333
27,211.333
28,211.333
29,210.333
30,209.667
31,209.000
32,208.667
33,211.333
34,211.333
35,212.333
36,212.667
37,213.333
38,215.333
39,215.333
40,215.333
41,215.333
42,215.333
43,215.333
44,215.333
45,214.333
46,214.333
47,214.333
48,213.333
49,213.333
50,213.333
51,213.333
52,214.333
53,214.333
54,213.333
55,213.333
56,212.667
57,211.667
58,210.667
59,209.667
60,210.000
61,209.667
62,205.000
63,204.333
64,185.333
65,136.333
66,125.333
67,117.000
68,109.000
69,107.333
70,107.333
71,105.333
72,106.333
73,105.000
74,102.333
75,102.667
76,103.000
77,101.333
78,100.667
79,99.667
80,101.333
81,101.333
82,100.000
83,99.667
84,98.667
85,99.667
86,99.667
87,100.333
88,100.333
89,99.000
90,98.000
91,98.333
92,98.667
93,99.000
94,98.667
95,98.667
96,98.667
97,98.667
98,98.667
99,99.667
100,98.000
101,98.000
102,98.000
103,97.667
104,97.000
105,97.000
106,96.667
107,98.333
108,97.000
109,97.000
110,95.667
111,97.000
112,95.667
113,95.667
114,97.000
115,97.000
116,96.667
117,97.000
118,96.000
119,96.000
120,96.000
121,96.000
122,95.667
123,95.667
124,96.000
125,95.667
126,96.667
127,95.333
128,95.000
129,95.667
130,96.333
131,95.667
132,95.667
133,96.333
134,98.000
135,97.333
136,95.333
137,98.333
138,97.000
139,97.000
140,98.333
141,101.000
142,100.667
143,103.000
144,106.000
145,108.000
146,113.667
147,134.000
148,167.000
149,175.333
150,182.000
151,188.667
152,201.667
153,205.333
154,205.000
155,205.000
156,205.333
157,207.000
158,207.333
159,207.333
160,207.333
161,207.333
162,207.333
163,207.333
164,207.333
165,206.667
166,206.333
167,205.667
168,206.667
169,207.000
170,206.000
171,205.000
172,205.000
173,205.000
174,205.000
175,205.000
176,205.000
177,205.667
178,206.333
179,206.667
180,207.333
181,207.333
182,207.333
183,207.333
184,207.000
185,206.333
186,206.333
187,206.333
188,206.333
189,206.667
190,207.000
191,206.667
192,208.667
193,207.667
194,208.000
195,210.000
196,210.000
197,211.333
198,214.000
199,216.000
200,217.000
201,217.667
202,217.000
203,217.000
204,218.000
205,220.000
206,221.667
207,223.000
208,223.000
209,225.000
210,228.000
211,231.000
212,235.000
213,241.333
214,246.000
215,249.000
