Distance_(pixels),Gray_Value
0,255.000
1,210.245
2,221.853
3,210.020
4,194.725
5,191.552
6,191.346
7,190.625
8,192.300
9,194.127
10,193.618
11,194.249
12,194.667
13,195.333
14,195.012
15,195.656
16,196.966
17,197.667
18,200.333
19,202.667
20,204.972
21,206.667
22,209.006
23,209.176
24,210.783
25,210.760
26,210.141
27,210.095
28,208.905
29,208.555
30,208.667
31,208.667
32,210.599
33,210.576
34,210.554
35,211.333
36,211.333
37,212.303
38,214.462
39,214.439
40,214.416
41,215.333
42,215.333
43,214.680
44,214.333
45,214.333
46,214.333
47,214.333
48,214.232
49,213.333
50,213.333
51,213.113
52,213.128
53,213.144
54,211.477
55,211.682
56,210.856
57,210.667
58,210.557
59,210.549
60,210.749
61,209.934
62,209.526
63,207.667
64,206.489
65,205.836
66,162.468
67,134.024
68,123.694
69,114.971
70,111.544
71,109.295
72,108.333
73,106.558
74,104.263
75,103.667
76,102.657
77,102.156
78,101.333
79,101.000
80,101.333
81,102.000
82,102.333
83,100.731
84,101.333
85,101.000
86,101.333
87,101.667
88,100.976
89,99.667
90,99.667
91,97.667
92,98.000
93,98.000
94,99.000
95,100.000
96,100.266
97,100.258
98,99.419
99,99.639
100,98.902
101,98.755
102,98.333
103,98.333
104,97.128
105,97.000
106,98.333
107,97.000
108,96.841
109,97.000
110,97.000
111,95.667
112,95.000
113,95.000
114,94.333
115,95.000
116,95.000
117,95.000
118,95.000
119,95.000
120,95.000
121,95.000
122,95.333
123,95.333
124,95.333
125,95.333
126,95.333
127,95.333
128,93.419
129,94.653
130,95.352
131,96.330
132,97.621
133,94.317
134,95.667
135,95.000
136,96.667
137,95.333
138,96.832
139,96.729
140,98.737
141,98.333
142,100.000
143,99.813
144,104.263
145,107.667
146,109.232
147,113.628
148,141.526
149,170.528
150,180.187
151,184.642
152,193.000
153,202.170
154,204.667
155,204.778
156,205.000
157,205.066
158,206.584
159,206.569
160,206.777
161,207.000
162,207.000
163,207.000
164,207.000
165,206.333
166,205.333
167,205.333
168,205.333
169,206.000
170,207.000
171,207.667
172,205.333
173,205.333
174,205.333
175,205.347
176,204.370
177,204.333
178,204.333
179,204.333
180,205.667
181,207.182
182,207.434
183,207.136
184,206.333
185,206.576
186,205.599
187,205.622
188,205.957
189,205.333
190,205.333
191,205.714
192,205.737
193,205.760
194,205.783
195,205.824
196,206.495
197,206.852
198,208.180
199,208.769
200,210.884
201,213.333
202,214.333
203,215.677
204,216.107
205,216.801
206,216.817
207,217.832
208,219.229
209,221.000
210,221.183
211,222.839
212,223.850
213,228.076
214,233.333
215,232.183
216,237.789
217,232.161
218,231.667
