Distance_(pixels),Gray_Value
0,195.333
1,193.670
2,192.994
3,193.652
4,192.711
5,193.349
6,194.314
7,193.333
8,195.321
9,195.290
10,195.333
11,196.333
12,197.648
13,198.959
14,201.000
15,202.976
16,204.333
17,205.946
18,207.943
19,208.273
20,208.968
21,209.000
22,210.895
23,210.667
24,211.000
25,211.000
26,212.459
27,212.753
28,214.199
29,213.333
30,214.000
31,214.000
32,214.000
33,215.000
34,215.000
35,215.000
36,215.000
37,215.000
38,215.000
39,215.000
40,214.000
41,214.000
42,214.000
43,214.000
44,214.000
45,214.000
46,213.780
47,213.775
48,212.770
49,213.766
50,213.761
51,214.756
52,214.000
53,214.000
54,214.000
55,214.000
56,214.000
57,215.000
58,215.000
59,215.000
60,215.000
61,215.000
62,214.000
63,213.767
64,213.000
65,213.689
66,212.684
67,212.679
68,212.675
69,212.000
70,211.335
71,208.239
72,208.437
73,209.534
74,206.923
75,195.041
76,113.212
77,111.368
78,109.040
79,109.000
80,108.049
81,106.667
82,106.000
83,105.402
84,105.065
85,104.593
86,104.922
87,104.667
88,104.667
89,104.667
90,103.190
91,103.000
92,103.000
93,102.852
94,102.667
95,102.667
96,102.333
97,101.333
98,101.021
99,99.842
100,98.507
101,97.861
102,97.683
103,97.841
104,97.499
105,97.501
106,97.502
107,97.504
108,97.667
109,97.826
110,97.667
111,97.823
112,98.179
113,98.333
114,98.333
115,98.333
116,99.667
117,99.520
118,100.000
119,100.523
120,101.333
121,101.667
122,102.805
123,103.608
124,104.593
125,105.069
126,100.265
127,159.013
128,169.871
129,181.078
130,190.785
131,201.209
132,204.000
133,206.576
134,207.145
135,207.354
136,207.016
137,207.667
138,207.667
139,207.667
140,208.000
141,208.667
142,208.667
143,208.667
144,208.667
145,208.898
146,209.466
147,208.667
148,208.667
149,208.667
150,208.667
151,208.204
152,207.667
153,207.667
154,207.667
155,207.667
156,206.667
157,206.751
158,206.667
159,206.348
160,206.354
161,205.077
162,205.075
163,205.333
164,205.856
165,206.000
166,206.137
167,206.799
168,204.797
169,203.383
170,203.373
171,205.333
172,205.333
173,205.333
174,206.667
175,206.667
176,207.667
177,207.718
178,207.716
179,207.667
180,207.333
181,206.179
182,206.172
183,206.166
184,206.120
185,207.667
186,207.667
187,206.667
188,207.667
189,207.667
190,208.364
191,209.638
192,210.333
193,212.641
194,214.000
195,215.022
196,215.750
197,216.429
198,218.053
199,218.365
200,217.667
201,217.667
202,218.967
203,219.971
204,220.000
205,219.019
206,221.986
207,224.990
208,236.630
209,238.000
