Distance_(pixels),Gray_Value
0,255.000
1,186.453
2,209.447
3,200.723
4,189.575
5,190.126
6,190.473
7,191.108
8,193.519
9,195.542
10,198.057
11,196.616
12,195.000
13,195.880
14,196.000
15,196.000
16,197.926
17,199.177
18,200.751
19,202.088
20,204.943
21,206.806
22,208.899
23,209.909
24,209.891
25,209.872
26,209.000
27,209.000
28,208.387
29,209.000
30,208.528
31,208.238
32,208.224
33,207.667
34,208.803
35,209.312
36,209.831
37,211.333
38,212.333
39,212.333
40,212.780
41,212.767
42,212.613
43,212.063
44,212.072
45,211.585
46,211.031
47,209.700
48,209.449
49,208.645
50,208.309
51,208.197
52,208.000
53,207.911
54,206.916
55,206.000
56,205.591
57,205.737
58,206.399
59,205.395
60,200.496
61,203.333
62,171.048
63,133.849
64,123.487
65,118.802
66,112.029
67,107.333
68,105.000
69,102.000
70,100.667
71,99.000
72,100.000
73,99.333
74,99.000
75,98.000
76,97.333
77,97.667
78,97.000
79,98.333
80,97.667
81,97.667
82,97.333
83,96.333
84,96.000
85,96.000
86,96.000
87,96.000
88,96.000
89,96.000
90,96.667
91,96.667
92,96.667
93,96.667
94,96.667
95,96.333
96,96.333
97,96.333
98,95.785
99,95.123
100,95.823
101,95.000
102,94.863
103,94.243
104,93.667
105,93.667
106,93.667
107,93.667
108,93.667
109,93.667
110,92.000
111,92.000
112,92.366
113,92.562
114,94.000
115,93.607
116,92.000
117,94.000
118,94.000
119,93.000
120,92.333
121,92.333
122,92.333
123,92.667
124,92.429
125,92.424
126,92.667
127,91.333
128,92.257
129,92.289
130,92.333
131,92.000
132,92.000
133,92.000
134,92.197
135,93.622
136,93.960
137,95.333
138,94.908
139,96.307
140,95.667
141,96.034
142,97.975
143,97.667
144,100.343
145,102.661
146,106.364
147,114.925
148,118.682
149,161.727
150,171.284
151,178.450
152,188.029
153,194.436
154,202.075
155,202.952
156,203.667
157,204.333
158,204.333
159,204.333
160,204.333
161,203.559
162,203.333
163,203.333
164,202.822
165,202.813
166,202.803
167,202.897
168,203.000
169,203.000
170,203.000
171,202.636
172,202.874
173,203.000
174,202.135
175,202.194
176,203.000
177,203.447
178,203.333
179,204.333
180,204.333
181,204.333
182,204.333
183,204.333
184,204.877
185,204.333
186,203.762
187,203.553
188,203.734
189,204.333
190,205.333
191,205.693
192,206.333
193,206.665
194,206.757
195,207.667
196,208.194
197,210.000
198,211.596
199,212.333
200,213.333
201,214.112
202,215.333
203,215.333
204,215.667
205,216.333
206,217.333
207,219.333
208,219.333
209,220.333
210,221.430
211,227.000
212,232.977
213,237.221
214,239.166
215,237.223
216,242.899
217,247.667
