X,Y
0,147.0000
1,149.0000
2,149.0000
3,149.0000
4,150.0000
5,153.0000
6,147.0000
7,148.0000
8,150.0000
9,151.0000
10,151.0000
11,148.0000
12,145.0000
13,143.0000
14,149.0000
15,146.0000
16,146.0000
17,145.0000
18,143.0000
19,144.0000
20,145.0000
21,144.0000
22,146.0000
23,146.0000
24,147.0000
25,148.0000
26,149.0000
27,146.0000
28,143.0000
29,140.0000
30,148.0000
31,148.0000
32,148.0000
33,148.0000
34,147.0000
35,147.0000
36,147.0000
37,146.0000
38,145.0000
39,144.0000
40,144.0000
41,144.0000
42,145.0000
43,146.0000
44,146.0000
45,145.0000
46,148.0000
47,147.0000
48,148.0000
49,147.0000
50,146.0000
51,148.0000
52,146.0000
53,140.0000
54,144.0000
55,144.0000
56,144.0000
57,143.0000
58,145.0000
59,147.0000
60,146.0000
61,143.0000
62,142.0000
63,142.0000
64,145.0000
65,147.0000
66,145.0000
67,144.0000
68,144.0000
69,141.0000
70,143.0000
71,142.0000
72,141.0000
73,142.0000
74,144.0000
75,144.0000
76,142.0000
77,140.0000
78,140.3333
79,142.3333
80,141.3333
81,138.3333
82,139.3333
83,144.3333
84,146.3333
85,142.3333
86,144.3333
87,144.3333
88,145.3333
89,144.3333
90,143.3333
91,140.3333
92,138.3333
93,136.3333
94,140.3333
95,139.3333
96,138.3333
97,138.3333
98,140.3333
99,141.3333
100,139.3333
101,135.3333
102,138.3333
103,138.3333
104,139.3333
105,140.3333
106,141.3333
107,141.3333
108,142.3333
109,142.3333
110,142.0000
111,143.0000
112,143.0000
113,144.0000
114,144.0000
115,143.0000
116,143.0000
117,142.0000
118,143.0000
119,143.0000
120,144.0000
121,144.0000
122,143.0000
123,142.0000
124,139.0000
125,137.0000
126,138.0000
127,142.0000
128,142.0000
129,138.0000
130,138.0000
131,140.0000
132,142.0000
133,140.0000
134,137.3333
135,141.3333
136,141.3333
137,137.3333
138,137.3333
139,141.3333
140,141.6667
141,138.6667
142,135.6667
143,141.6667
144,142.6667
145,138.6667
146,138.6667
147,143.6667
148,140.6667
149,132.6667
150,138.6667
151,140.6667
152,140.6667
153,136.6667
154,134.6667
155,139.6667
156,141.6667
157,136.6667
158,138.6667
159,138.6667
160,137.6667
161,137.6667
162,137.6667
163,137.6667
164,137.6667
165,137.6667
166,132.6667
167,138.6667
168,139.6667
169,138.6667
170,133.6667
171,134.6667
172,140.6667
173,133.6667
174,134.6667
175,132.6667
176,136.6667
177,136.6667
178,130.6667
179,131.6667
180,135.6667
181,134.6667
182,137.0000
183,142.0000
184,141.0000
185,134.0000
186,132.0000
187,136.0000
188,136.0000
189,131.0000
190,133.0000
191,134.0000
192,135.0000
193,135.0000
194,135.0000
195,135.0000
196,136.0000
197,136.0000
198,138.0000
199,138.0000
200,134.0000
201,132.0000
202,136.0000
203,136.0000
204,130.6667
205,128.6667
206,136.6667
207,137.6667
208,135.6667
209,134.6667
210,136.6667
211,139.6667
212,137.6667
213,133.6667
214,136.6667
215,137.6667
216,138.6667
217,137.6667
218,136.6667
219,139.6667
220,138.6667
221,131.6667
222,136.6667
223,130.6667
224,132.6667
225,136.6667
226,134.6667
227,135.6667
228,138.6667
229,136.6667
230,136.0000
231,139.0000
232,139.0000
233,135.0000
234,135.0000
235,136.0000
236,133.3333
237,127.3333
238,133.3333
239,130.3333
240,133.3333
241,135.3333
242,132.3333
243,132.3333
244,133.3333
245,128.3333
246,132.3333
247,133.3333
248,133.3333
249,131.3333
250,131.3333
251,133.3333
252,132.3333
253,130.3333
254,131.3333
255,129.3333
256,131.3333
257,133.3333
258,131.3333
259,129.3333
260,130.3333
261,128.3333
262,131.3333
263,133.3333
264,134.3333
265,135.3333
266,134.3333
267,132.3333
268,130.3333
269,128.3333
270,130.3333
271,130.3333
272,130.3333
273,132.3333
274,133.3333
275,132.3333
276,129.3333
277,126.3333
278,130.3333
279,129.3333
280,130.3333
281,133.3333
282,134.3333
283,131.3333
284,129.3333
285,130.3333
286,139.3333
287,133.3333
288,136.3333
289,137.3333
290,133.3333
291,135.3333
292,136.3333
293,127.3333
294,129.0000
295,133.0000
296,132.0000
297,130.0000
298,131.0000
299,132.0000
300,129.0000
301,128.0000
302,130.0000
303,126.0000
304,127.0000
305,131.0000
306,133.0000
307,135.0000
308,134.0000
309,130.0000
310,131.0000
311,133.0000
312,133.0000
313,132.0000
314,132.0000
315,133.0000
316,132.0000
317,130.0000
318,137.0000
319,133.0000
320,132.0000
321,133.0000
322,133.0000
323,135.0000
324,135.0000
325,131.0000
326,127.0000
327,128.0000
328,130.0000
329,131.0000
330,131.0000
331,131.0000
332,130.0000
333,129.0000
334,131.0000
335,137.0000
336,137.0000
337,131.0000
338,129.0000
339,134.0000
340,132.0000
341,125.0000
342,135.0000
343,132.0000
344,128.0000
345,125.0000
346,127.0000
347,128.0000
348,123.6667
349,117.6667
350,126.6667
351,127.6667
352,130.6667
353,130.6667
354,127.6667
355,128.6667
356,127.6667
357,120.6667
358,125.6667
359,127.6667
360,130.6667
361,131.6667
362,130.6667
363,128.6667
364,129.6667
365,131.6667
366,131.6667
367,128.6667
368,128.6667
369,128.6667
370,128.6667
371,130.6667
372,131.6667
373,129.6667
374,127.6667
375,123.6667
376,124.6667
377,126.6667
378,125.6667
379,127.6667
380,127.6667
381,123.6667
382,124.6667
383,128.6667
384,127.6667
385,129.6667
386,127.6667
387,129.6667
388,134.6667
389,125.6667
390,130.6667
391,131.6667
392,129.6667
393,128.6667
394,128.6667
395,130.6667
396,128.6667
397,125.6667
398,127.0000
399,129.0000
400,126.0000
401,125.0000
402,121.0000
403,122.0000
404,130.0000
405,128.0000
406,129.0000
407,131.0000
408,129.0000
409,133.0000
410,133.0000
411,130.0000
412,132.0000
413,130.0000
414,131.0000
415,128.0000
416,127.0000
417,129.0000
418,131.0000
419,132.0000
420,129.0000
421,125.0000
422,129.6667
423,129.6667
424,128.0000
425,125.0000
426,126.0000
427,129.0000
428,126.6667
429,120.6667
430,126.6667
431,128.6667
432,129.6667
433,127.6667
434,126.6667
435,127.6667
436,125.6667
437,121.6667
438,122.6667
439,126.6667
440,127.6667
441,125.6667
442,123.6667
443,125.6667
444,127.6667
445,127.6667
446,124.6667
447,122.6667
448,121.6667
449,123.6667
450,126.6667
451,127.6667
452,125.6667
453,123.6667
454,123.0000
455,124.0000
456,123.0000
457,120.0000
458,118.0000
459,119.0000
460,121.0000
461,121.0000
462,128.0000
463,125.0000
464,122.0000
465,121.0000
466,122.0000
467,122.0000
468,121.0000
469,119.0000
470,120.3333
471,121.3333
472,120.3333
473,119.3333
474,120.3333
475,122.3333
476,121.3333
477,117.3333
478,124.3333
479,126.3333
480,126.3333
481,123.3333
482,121.3333
483,122.3333
484,122.3333
485,121.3333
486,125.0000
487,120.0000
488,130.0000
489,135.0000
490,123.0000
491,120.0000
492,124.0000
493,121.0000
494,124.0000
495,124.0000
496,127.0000
497,125.0000
498,120.0000
499,125.0000
500,127.0000
501,121.0000
502,125.0000
503,128.0000
504,127.0000
505,122.0000
506,125.0000
507,131.0000
508,130.0000
509,123.0000
510,129.0000
511,126.0000
512,124.0000
513,126.0000
514,126.0000
515,124.0000
516,124.0000
517,127.0000
518,125.0000
519,122.0000
520,125.0000
521,126.0000
522,121.0000
523,123.0000
524,128.0000
525,127.0000
526,132.0000
527,132.0000
528,127.0000
529,127.0000
530,125.0000
531,122.0000
532,127.0000
533,127.0000
534,126.0000
535,129.0000
536,125.0000
537,119.0000
538,121.0000
539,125.0000
540,122.0000
541,117.0000
542,124.0000
543,122.0000
544,122.0000
545,124.0000
546,127.0000
547,128.0000
548,126.0000
549,124.0000
550,128.0000
551,127.0000
552,125.0000
553,126.0000
554,128.0000
555,125.0000
556,123.0000
557,125.0000
558,121.0000
559,125.0000
560,124.0000
561,123.0000
562,118.0000
563,121.0000
564,129.0000
565,120.0000
566,126.0000
567,124.0000
568,121.0000
569,119.0000
570,121.0000
571,123.0000
572,121.0000
573,117.0000
574,120.0000
575,128.0000
576,124.0000
577,125.0000
578,120.0000
579,122.0000
580,131.0000
581,119.0000
582,124.0000
583,127.0000
584,129.0000
585,128.0000
586,126.0000
587,126.0000
588,126.0000
589,125.0000
590,129.0000
591,131.0000
592,131.0000
593,127.0000
594,124.0000
595,127.0000
596,126.0000
597,118.0000
598,122.0000
599,125.0000
600,124.0000
601,127.0000
602,127.0000
603,128.0000
604,128.3333
605,113.3333
606,116.3333
607,124.3333
608,128.3333
609,125.3333
610,123.3333
611,125.3333
612,125.3333
613,121.3333
614,123.3333
615,128.3333
616,127.3333
617,128.3333
618,127.3333
619,131.3333
620,134.3333
621,120.3333
622,125.3333
623,127.3333
624,128.0000
625,128.0000
626,126.0000
627,124.0000
628,122.0000
629,121.0000
630,129.3333
631,127.3333
632,125.3333
633,125.3333
634,126.3333
635,125.3333
636,121.3333
637,118.3333
638,121.3333
639,116.3333
640,118.3333
641,124.3333
642,125.3333
643,123.3333
644,120.3333
645,116.3333
646,120.3333
647,117.3333
648,112.3333
649,113.3333
650,124.3333
651,128.3333
652,121.3333
653,112.3333
654,113.3333
655,113.3333
656,118.3333
657,123.3333
658,126.3333
659,129.3333
660,128.3333
661,120.3333
662,116.3333
663,121.3333
664,124.3333
665,127.3333
666,132.3333
667,129.3333
668,123.3333
669,124.3333
670,126.3333
671,126.3333
672,124.3333
673,123.3333
674,126.3333
675,125.3333
676,123.3333
677,123.3333
678,125.3333
679,125.3333
680,126.3333
681,127.3333
682,128.3333
683,128.3333
684,126.3333
685,125.3333
686,117.3333
687,129.3333
688,128.3333
689,123.3333
690,121.3333
691,121.3333
692,124.3333
693,123.3333
694,120.3333
695,127.3333
696,128.3333
697,124.3333
698,123.3333
699,122.3333
700,120.3333
701,121.3333
702,127.3333
703,129.3333
704,128.3333
705,125.3333
706,122.3333
707,123.3333
708,123.3333
709,122.3333
710,112.3333
711,114.3333
712,108.3333
713,107.3333
