X,Y
0,213
1,213
2,213
3,213
4,213
5,213
6,213
7,212
8,212
9,212
10,212
11,212
12,212
13,212
14,213
15,212
16,212
17,212
18,212
19,212
20,211
21,211
22,211
23,209
24,209
25,209
26,209
27,209
28,209
29,209
30,209
31,209
32,209
33,209
34,209
35,209
36,209
37,209
38,209
39,208
40,208
41,208
42,208
43,208
44,208
45,208
46,208
47,207
48,207
49,207
50,205
51,207
52,207
53,207
54,207
55,213
56,213
57,234
58,224
59,209
60,178
61,199
62,193
63,207
64,205
65,208
66,205
67,201
68,198
69,195
70,194
71,191
72,190
73,188
74,188
75,185
76,185
77,183
78,183
79,182
80,182
81,179
82,178
83,175
84,175
85,170
86,170
87,172
88,172
89,168
90,168
91,166
92,166
93,167
94,167
95,165
96,165
97,165
98,165
99,164
100,164
101,164
102,164
103,162
104,162
105,158
106,158
107,157
108,158
109,156
110,156
111,156
112,156
113,156
114,156
115,156
116,156
117,156
118,156
119,153
120,153
121,153
122,153
123,153
124,153
125,153
126,153
127,152
128,152
129,152
130,152
131,152
132,152
133,152
134,152
135,152
136,152
137,150
138,150
139,150
140,150
141,148
142,148
143,148
144,148
145,150
146,150
147,148
148,148
149,150
150,150
151,147
152,147
153,147
154,147
155,147
156,147
157,147
158,147
159,146
160,146
161,146
162,146
163,146
164,146
165,146
166,146
167,148
168,148
169,148
170,148
171,149
172,149
173,149
174,149
175,150
176,150
177,150
178,150
179,150
180,150
181,150
182,150
183,148
184,148
185,150
186,150
187,150
188,150
189,151
190,151
191,150
192,150
193,151
194,151
195,151
196,151
197,152
198,152
199,152
200,152
201,152
202,152
203,154
204,154
205,154
206,154
207,154
208,154
209,156
210,156
211,156
212,156
213,158
214,158
215,158
216,158
217,160
218,160
219,161
220,161
221,162
222,162
223,162
224,162
225,164
226,164
227,164
228,164
229,166
230,167
231,167
232,167
233,169
234,171
235,173
236,174
237,175
238,175
239,177
240,178
241,181
242,182
243,185
244,186
245,188
246,188
247,191
248,193
249,195
250,196
251,195
252,197
253,191
254,199
255,208
256,227
257,218
258,219
259,205
260,211
261,205
262,210
263,204
264,208
265,205
266,210
267,207
268,210
269,207
270,207
271,203
272,203
273,203
274,203
275,204
276,204
277,206
278,206
279,206
280,206
281,204
282,204
283,204
284,204
285,204
286,202
287,204
288,203
289,203
290,203
291,203
292,203
293,203
294,203
295,201
296,201
297,201
298,201
299,201
300,201
